label,x,y
flat,10.410473,3.0672452
flat,11.726134,2.1604238
flat,12.358654,3.0538197
flat,12.347759,2.5272424
flat,13.267953,2.9859145
flat,9.765352,3.1245263
flat,12.307996,4.803378
flat,11.290118,2.902252
flat,12.042424,3.6365366
flat,12.094316,1.7138963
flat,12.19919,2.4544296
flat,8.426785,3.6795588
flat,10.860199,2.7834537
flat,11.436779,2.2121668
flat,12.4041815,2.76253
flat,12.340023,2.7876701
flat,11.168028,5.768893
flat,12.947808,3.047054
flat,11.290381,4.2118583
flat,13.38624,2.7714949
flat,13.086938,3.1603868
flat,11.883151,2.500132
flat,11.326849,3.2995849
flat,13.239794,2.1220152
flat,13.23347,3.263055
flat,12.228935,5.5279303
flat,13.341749,3.0175583
flat,11.736202,3.043183
flat,13.511077,2.249632
flat,9.714844,3.1722865
flat,11.413101,3.8221736
flat,13.257238,2.0006897
flat,8.163505,3.5923364
flat,9.565693,3.2617857
flat,11.544229,6.7134604
flat,7.1969085,4.5412
flat,10.076472,5.4867043
flat,11.29183,3.721282
flat,12.01268,3.0012486
flat,7.9073067,3.9933813
flat,11.658729,4.3711085
flat,10.755777,3.1381001
flat,9.01495,3.3083754
flat,9.662217,3.1525345
flat,7.1901083,4.686667
flat,10.502815,5.8460164
flat,10.446205,3.1461604
flat,11.362565,2.3093684
flat,11.932029,1.6160083
flat,10.32238,3.485117
flat,11.875434,1.61393
flat,12.401985,4.01949
flat,11.873236,3.0340183
flat,12.034443,1.7486715
flat,10.7790575,3.6963947
flat,12.810818,3.4416234
flat,13.457162,2.644314
flat,10.002103,3.541438
flat,9.386985,3.2513258
flat,8.924412,8.9285965
flat,10.969063,4.476342
flat,12.396336,4.6479354
flat,11.159283,2.9616988
flat,11.862518,5.3299284
flat,10.733742,3.5933409
flat,11.172872,2.4480472
flat,10.739616,7.868812
flat,10.938949,5.081358
flat,11.783873,4.291894
flat,13.250795,2.892732
up,6.508393,5.55461
flat,6.190097,6.1884155
flat,9.893631,7.510975
up,7.050057,4.2152195
up,6.327161,4.8900623
up,9.783712,3.2990417
flat,10.757039,6.361826
up,6.8129144,4.6558123
up,12.689905,2.225457
up,7.3483477,4.107231
flat,6.554762,6.3226886
flat,11.523786,6.786299
up,7.133326,3.9814312
flat,9.705431,4.022009
flat,9.846719,3.398652
flat,11.483234,3.8365188
flat,10.103405,5.514528
up,8.180197,3.8087587
flat,12.000678,3.683219
up,10.997669,4.894668
flat,8.131594,4.045902
flat,13.577413,1.6878192
flat,11.075543,3.3420172
flat,10.866462,2.8657405
flat,10.915143,5.8661985
flat,7.4608207,6.0811324
flat,13.331089,2.6493423
flat,11.227665,3.100351
up,1.404575,10.821599
flat,12.310188,5.0957155
flat,12.250176,3.4846063
flat,11.419234,5.012307
flat,6.8086457,5.6910157
flat,12.685707,4.005415
flat,11.8930855,4.849157
flat,4.4830837,6.4745913
flat,4.0727572,8.134447
flat,7.069276,10.364733
up,8.552684,3.7621527
flat,10.036977,7.972255
flat,11.504264,6.6604586
up,8.136188,3.6773844
flat,12.746877,2.864673
flat,11.370691,6.32307
flat,12.306442,2.8591554
up,5.2097087,6.482118
up,9.606497,5.9299703
up,8.082195,3.7263029
flat,10.085058,6.910752
flat,7.608359,4.9679303
flat,10.033137,6.456597
flat,11.345309,8.831393
flat,10.718728,4.743446
flat,8.713893,7.9856887
up,6.796928,5.2394714
flat,6.320607,5.7927485
flat,5.5991716,6.9428215
flat,10.096022,5.4134555
flat,7.0897503,5.117092
up,7.2855544,4.104877
flat,7.0635896,5.7335887
flat,6.894184,7.009639
flat,10.727531,7.504524
flat,12.69521,3.9647934
up,10.495995,4.647695
flat,9.551606,3.4357474
flat,6.9197416,6.891235
up,8.469351,3.910305
flat,12.738406,2.875702
flat,9.618712,3.1726413
flat,11.604805,3.8894339
flat,11.377294,3.6973684
flat,11.152743,2.7081463
flat,4.309945,7.7295494
flat,4.299726,9.185413
flat,9.810118,4.6485
flat,9.585177,3.238316
flat,10.311448,5.4950614
flat,9.777017,3.4056923
flat,7.018775,4.7725463
up,6.592963,4.6820817
flat,8.405036,4.5559063
flat,9.216263,3.5601134
flat,8.096204,4.0468464
flat,11.07293,3.203184
flat,9.263489,3.2708704
flat,12.294054,1.5323727
flat,11.961865,2.0232418
flat,12.469516,1.7783195
flat,11.935446,1.7976
flat,12.009891,1.5794251
flat,12.011848,3.5878446
flat,12.000024,1.5701364
flat,10.226744,3.6674097
flat,12.626285,2.4146204
flat,13.047153,1.8502436
flat,12.952336,1.8540385
flat,10.781137,2.6905568
flat,12.148442,1.7002021
flat,11.073404,3.3823793
flat,12.527145,3.7353685
flat,12.487573,2.3548045
flat,12.154172,1.8260425
flat,8.895844,3.5212874
flat,9.784444,3.2869194
flat,13.457179,2.7079206
flat,10.592207,3.5385048
flat,11.605668,3.0247006
flat,10.92817,2.9352515
flat,12.463237,3.0985112
flat,12.235074,1.674632
flat,10.341271,3.5064692
up,7.2903724,3.9917665
flat,11.924985,3.0302768
flat,12.439045,1.5398695
flat,11.656434,1.9458011
flat,13.384948,2.7886903
flat,11.6670265,1.9375641
flat,12.420522,2.549305
flat,12.297768,2.913063
flat,12.405368,3.3003023
flat,8.90433,3.467575
flat,13.704351,1.5728682
flat,10.805296,2.9417524
flat,12.929074,1.9235417
flat,13.208704,2.0325725
flat,12.1906185,1.772096
flat,11.788587,3.9793942
flat,13.149023,1.7271439
flat,12.2852125,1.6057899
flat,11.718469,4.78209
flat,11.121194,2.5677762
flat,11.944302,1.9066758
flat,12.045053,1.8270876
flat,8.322603,3.9310424
flat,11.427761,2.3076081
flat,11.765851,5.8586707
flat,11.110707,5.7773027
flat,12.0016985,1.6819263
up,11.761885,1.7635806
flat,11.044477,2.78518
flat,12.42571,2.0594447
flat,10.309847,4.5499053
flat,9.879346,3.4844286
flat,11.229813,2.8493352
flat,10.234394,3.5647948
flat,7.6248465,4.588112
up,7.9735208,3.757504
flat,11.821874,5.1787143
flat,12.913453,2.0553653
flat,11.367584,4.864461
flat,10.435706,4.0292835
flat,12.36035,4.5860066
flat,6.9114437,5.0989695
flat,7.4922037,3.9414268
flat,-0.066508844,11.290837
flat,7.003195,6.1299157
flat,13.195483,2.349709
flat,6.975395,6.3204236
flat,11.538824,4.6666594
flat,6.546297,5.438095
up,5.210558,6.1528764
flat,10.889828,7.9823275
flat,8.423708,8.065769
flat,5.677808,6.3955836
flat,5.898229,6.707617
flat,11.939583,7.043643
flat,6.1403356,7.147085
flat,5.0500064,7.808702
flat,7.171021,4.666882
flat,9.78734,3.2716568
complex,6.5541863,4.341394
flat,7.5948973,3.929688
flat,10.18385,3.3477364
flat,11.620078,3.314064
flat,11.203458,2.2414644
flat,11.83383,2.14589
flat,12.234526,3.751286
flat,12.577014,4.9428926
flat,12.87113,3.217433
flat,12.064435,2.2902825
flat,9.69807,3.1383371
flat,10.722223,2.7426531
up,11.796334,8.217304
flat,13.269265,3.4101005
flat,11.222473,3.431893
flat,12.427123,1.8517742
flat,12.568715,1.9552401
flat,11.908854,2.4375465
flat,10.885213,2.61031
flat,13.319335,2.5943525
flat,11.022761,2.4971712
flat,12.815106,4.1205506
flat,8.44716,4.8091135
flat,12.196878,2.653318
flat,12.2035265,1.5491035
flat,13.473195,2.6406317
flat,10.854786,2.6454551
flat,11.370656,2.156145
flat,13.311215,2.3059118
flat,13.135287,2.1053095
up,-0.3056796,8.37907
flat,12.725939,6.687237
flat,10.003916,9.714695
flat,6.241852,9.009676
flat,10.625708,5.584261
flat,6.804884,4.603766
flat,12.00532,5.2649384
flat,11.056937,3.9874215
flat,10.164293,4.8928514
flat,12.298128,2.5349169
flat,10.543209,2.709684
flat,11.841348,5.0482235
flat,9.918653,3.6679482
flat,8.182154,3.9675171
flat,13.02274,3.05294
flat,11.003912,3.7482693
flat,12.714254,1.7037795
flat,13.092958,1.6540358
flat,12.915121,5.672135
flat,13.46909,2.0795505
flat,13.253024,3.1982837
flat,13.244394,2.1048958
flat,13.321922,3.6528306
flat,10.561197,2.6432636
flat,13.436929,2.241128
flat,13.276014,3.1745665
flat,12.245146,4.509391
flat,12.522092,2.4989376
flat,12.396574,1.5195869
flat,13.184423,1.5330156
flat,12.624197,1.5711012
flat,13.155587,1.7443558
flat,13.098911,1.8085537
flat,12.443281,2.4882674
flat,12.8777895,1.9089845
flat,12.459589,3.4465394
flat,11.707291,4.9485555
flat,13.160473,2.134319
flat,12.737962,3.3892272
flat,11.279435,3.4933445
flat,12.104264,4.5746527
flat,11.320566,3.3543122
flat,12.607433,1.6771662
flat,12.439367,3.9304962
flat,11.841898,5.8051205
flat,13.194062,2.0905647
flat,11.871486,1.7148919
flat,12.6133375,1.8588997
flat,11.420718,3.1212394
flat,11.730952,3.401862
flat,12.118375,5.2768126
flat,11.751797,1.8341253
flat,11.265571,2.5931094
up,9.418594,3.1674185
flat,9.615526,3.1902103
flat,11.834247,2.4378412
flat,11.162275,2.2497175
flat,12.323454,2.0664191
flat,12.360211,4.2936163
flat,12.865937,4.4828057
flat,11.970078,5.959238
flat,10.009771,3.2191145
flat,10.787432,2.6947274
flat,13.017977,1.8882025
flat,10.944886,3.3090303
flat,12.945169,2.365063
flat,12.609844,1.7314589
flat,12.559301,3.1823347
flat,13.643483,1.8185256
flat,13.362369,1.8578272
flat,12.151766,4.6828094
flat,13.674149,1.5270797
flat,11.397405,4.1350617
flat,9.636509,3.8001225
flat,11.706407,2.8122704
flat,11.332847,2.2310731
flat,12.135874,2.4171677
flat,12.876219,1.6474736
flat,13.047397,1.7027122
flat,12.89743,5.3440304
flat,12.731914,3.032671
flat,13.422288,2.1628506
flat,13.300576,2.609674
flat,13.642379,1.8183229
flat,13.098786,2.1083944
flat,12.610428,4.5438585
flat,11.633723,3.4289427
flat,13.623561,1.4642937
flat,12.671255,5.659835
flat,12.885478,4.5619645
flat,12.647602,2.5747824
flat,13.2774515,3.0905347
flat,12.630107,3.0683064
flat,13.443755,2.2254996
flat,13.224659,3.7039597
flat,13.642437,1.5243747
flat,-0.04279357,10.524792
flat,10.102928,5.030878
flat,12.162948,3.1498272
flat,10.777568,2.8014722
flat,13.002055,1.8367125
flat,12.814441,5.005242
flat,12.088818,5.43915
flat,7.5913773,10.803292
up,11.036704,2.9247591
flat,8.622067,9.449355
up,8.166554,3.6625562
flat,8.219644,4.1751504
flat,10.291193,3.1288042
flat,10.40527,3.3195543
flat,11.2240925,4.449822
flat,12.064331,4.781421
flat,10.904913,3.755904
flat,9.609862,4.152477
up,7.7020802,4.139413
flat,12.160524,3.558417
flat,11.421289,2.8405719
flat,10.5349245,3.2377918
flat,13.342933,2.8062901
flat,11.043522,3.8709989
flat,10.395864,5.6850705
up,5.9715734,5.421293
flat,6.478161,6.2171183
flat,11.4299135,2.7718897
flat,6.9096107,8.020221
flat,11.864955,5.714614
flat,12.750541,5.6312747
flat,12.230833,5.7661037
flat,12.404651,2.085504
up,5.185583,6.771004
flat,10.653042,3.622323
flat,5.234335,6.6258426
complex,6.806686,4.304469
flat,6.1656156,6.104103
flat,10.582534,3.5107937
flat,11.907375,1.9644728
flat,11.643352,1.9628981
flat,13.3361225,3.174994
flat,13.121071,3.5469294
flat,11.838329,3.9572175
flat,11.178356,2.3101652
flat,12.673554,2.0007172
complex,12.271267,1.7872834
flat,12.1933,3.9884787
flat,9.653819,2.9626083
flat,12.380207,2.7024987
flat,12.475307,2.2053313
